,name,cik,year,number,character_count,word_count,important_words,frequent_words
72,0000930413-19-000366,930413,19,366,387270,58190,"['zero', 'employe', 'efer', 'ef', 'educ', 'edient', 'ed', 'ection', 'economy', 'econom', 'ecemb', 'eastern', 'earnings', 'earn', 'earliest']","[('tax', 473), ('amount', 455), ('the', 413), ('asset', 330), ('includ', 312), ('benefit', 304), ('cost', 290), ('valu', 279), ('period', 265), ('incom', 251), ('net', 228), ('liabil', 227), ('relat', 219), ('cash', 218), ('recogn', 212)]"
73,0001158449-16-000299,1158449,16,299,246105,37147,"['yourself', 'develop', 'depreciation', 'derecognit', 'deriv', 'derivatives', 'describ', 'descript', 'design', 'designation', 'desir', 'detail', 'details', 'determin', 'determination']","[('the', 419), ('amount', 335), ('includ', 247), ('compani', 215), ('asset', 211), ('tax', 198), ('period', 196), ('oper', 195), ('cash', 186), ('cost', 180), ('valu', 177), ('stock', 161), ('financi', 158), ('incom', 155), ('report', 148)]"
74,0001144204-13-010696,1144204,13,10696,268934,40444,"['zero', 'effect', 'dur', 'durat', 'dure', 'earli', 'earlier', 'earliest', 'earn', 'earned', 'earnings', 'ebitda', 'econom', 'economy', 'ecuador']","[('the', 401), ('amount', 346), ('tax', 346), ('asset', 336), ('benefit', 331), ('valu', 288), ('incom', 280), ('plan', 229), ('net', 214), ('includ', 203), ('fair', 201), ('period', 200), ('report', 183), ('cost', 169), ('oper', 168)]"
75,0001041061-16-000056,1041061,16,56,324829,49484,"['zona', 'econom', 'effort', 'efficient', 'effective', 'effect', 'educ', 'economy', 'earnings', 'either', 'earned', 'earn', 'earliest', 'earlier', 'earli']","[('amount', 433), ('tax', 335), ('asset', 311), ('valu', 310), ('the', 302), ('includ', 275), ('incom', 274), ('period', 272), ('benefit', 264), ('plan', 238), ('report', 228), ('year', 207), ('oper', 204), ('fair', 200), ('expens', 193)]"
76,0001193125-10-040773,1193125,10,40773,0,0,0,0
77,0001193125-14-062530,1193125,14,62530,782592,116743,"['zero', 'commission', 'common', 'commodities', 'committee', 'committe', 'commitmentsth', 'commitmentsrent', 'commitments', 'commit', 'commissions', 'commiss', 'commun', 'commercialproductsrevenu', 'commercial']","[('loan', 1195), ('–', 1187), ('the', 1128), ('valu', 1044), ('secur', 957), ('fair', 884), ('$', 864), ('compani', 803), ('asset', 788), (')', 764), ('amount', 756), ('includ', 747), ('credit', 628), ('loss', 602), ('incom', 542)]"
78,0000092230-19-000017,92230,19,17,305956,45555,"['zero', 'entireti', 'employ', 'employe', 'employee', 'employees', 'employer', 'employment', 'enact', 'enacted', 'end', 'engag', 'ensur', 'enter', 'enterprise']","[('valu', 440), ('amount', 425), ('fair', 347), ('includ', 321), ('loan', 314), ('the', 311), ('asset', 275), ('cash', 261), ('incom', 249), ('financi', 236), ('net', 235), ('use', 228), ('period', 227), ('interest', 198), ('bb&t', 197)]"
79,0001193125-10-042347,1193125,10,42347,0,0,0,0
80,0001193125-19-046947,1193125,19,46947,124072,18423,"['zero', 'inventories', 'equivalents', 'esop', 'establish', 'estat', 'estim', 'estimates', 'etc', 'even', 'event', 'events', 'exact', 'examin', 'examination']","[('amount', 293), ('tax', 194), ('benefit', 163), ('asset', 139), ('includ', 132), ('report', 126), ('period', 122), ('plan', 110), ('use', 106), ('the', 106), ('valu', 104), ('defin', 104), ('financi', 102), ('incom', 95), ('disclosur', 88)]"
81,0000915389-16-000095,915389,16,95,326136,48814,"['zero', 'distribut', 'dividend', 'divestitures', 'divest', 'diversified', 'diversifi', 'diversif', 'distributions', 'distinguish', 'deriv', 'disposit', 'disposal', 'dispos', 'dispers']","[('the', 464), ('asset', 459), ('amount', 438), ('tax', 356), ('valu', 315), ('includ', 308), ('incom', 300), ('benefit', 273), ('cost', 260), ('compani', 259), ('million', 242), ('use', 236), ('plan', 233), ('period', 220), ('fair', 202)]"
82,0001193125-11-045435,1193125,11,45435,0,0,0,0
83,0001193125-13-073227,1193125,13,73227,503730,76099,"['zonestatu', 'curtailment', 'covenant', 'coven', 'court', 'cours', 'coupons', 'country', 'countries', 'countri', 'counterparties', 'counterparti', 'counterclaim', 'could', 'costsand']","[('the', 583), ('asset', 551), ('benefit', 534), ('net', 501), ('valu', 481), ('tax', 474), ('amount', 461), ('cost', 460), ('million', 450), ('$', 432), ('plan', 422), ('oper', 412), ('We', 386), ('includ', 385), ('incom', 358)]"
84,0000950123-11-018697,950123,11,18697,0,0,0,0
85,0001047469-12-010665,1047469,12,10665,660082,99529,"['zero', 'corrupt', 'cover', 'covenants', 'coven', 'courts', 'court', 'cours', 'coupon', 'county', 'country', 'countries', 'countri', 'counterparties', 'counterparti']","[('the', 1053), ('compani', 708), ('cash', 681), ('amount', 643), ('tax', 629), ('share', 628), ('net', 591), ('asset', 574), ('—', 531), ('includ', 500), ('relat', 473), ('valu', 464), ('oper', 462), ('incom', 418), (""company'"", 396)]"
86,0001193125-12-078246,1193125,12,78246,303743,45911,"['zero', 'doubt', 'drawn', 'dri', 'driveways', 'drug', 'due', 'duedecemb', 'duejun', 'duli', 'dure', 'duti', 'earli', 'earlier', 'earn']","[('the', 613), ('asset', 362), ('amount', 342), ('tax', 313), ('valu', 282), ('includ', 271), ('incom', 265), ('cost', 255), ('compani', 239), ('use', 224), ('benefit', 210), ('period', 203), ('million', 202), ('balanc', 197), ('rate', 190)]"
87,0000804753-19-000009,804753,19,9,173432,25968,"['zero', 'dividends', 'discretionary', 'discuss', 'dispers', 'dispos', 'disput', 'distinct', 'distinguish', 'distribut', 'distributions', 'divid', 'dividend', 'document', 'early']","[('amount', 250), ('tax', 176), ('the', 159), ('includ', 150), ('period', 139), ('report', 135), ('financi', 125), ('stock', 124), ('valu', 116), ('asset', 116), ('share', 115), ('account', 106), ('incom', 103), ('use', 102), ('disclosur', 101)]"
88,0001628280-17-012383,1628280,17,12383,499768,74559,"['zero', 'divest', 'divis', 'dividends', 'dividend', 'divid', 'divestitures', 'divestiture', 'divestitur', 'divested', 'diversifi', 'doctors', 'diversif', 'district', 'distributor']","[('compani', 816), ('the', 815), ('amount', 621), ('tax', 553), ('asset', 478), ('valu', 428), ('benefit', 383), ('includ', 373), ('net', 356), ('fiscal', 347), ('plan', 326), ('fair', 324), ('period', 311), ('report', 298), ('use', 292)]"
89,0001571049-15-001498,1571049,15,1498,211723,31820,"['zero', 'dollars', 'domest', 'domicile', 'doubt', 'drinks', 'driven', 'drug', 'dry', 'due', 'dure', 'duti', 'each', 'earli', 'earlier']","[('amount', 321), ('the', 272), ('tax', 201), ('share', 184), ('asset', 182), ('incom', 178), ('includ', 178), ('cash', 162), ('year', 159), ('expens', 156), ('period', 151), ('valu', 150), ('million', 139), ('oper', 123), ('report', 123)]"
90,0001193125-19-049951,1193125,19,49951,134744,20023,"['zero', 'exchange', 'events', 'exact', 'exampl', 'example', 'exce', 'except', 'excess', 'exchang', 'excise', 'expedi', 'exclud', 'exclus', 'execut']","[('amount', 319), ('tax', 198), ('asset', 168), ('incom', 155), ('benefit', 151), ('includ', 149), ('report', 139), ('the', 122), ('period', 118), ('use', 114), ('financi', 103), ('expens', 101), ('defin', 100), ('oper', 99), ('valu', 98)]"
91,0001628280-18-002486,1628280,18,2486,275646,41392,"['zone', 'drug', 'dure', 'durations', 'duration', 'durat', 'duli', 'due', 'driven', 'earli', 'drawn', 'drawings', 'drawdown', 'down', 'doubt']","[('amount', 352), ('the', 318), ('tax', 305), ('benefit', 282), ('asset', 275), ('period', 234), ('valu', 230), ('includ', 217), ('report', 202), ('plan', 195), ('financi', 180), ('net', 171), ('cost', 170), ('incom', 170), ('use', 165)]"
92,0001104659-12-011588,1104659,12,11588,489428,73945,"['york', 'derivative', 'design', 'description', 'descript', 'describ', 'derived', 'derivativesnot', 'derivatives', 'deriv', 'designation', 'depreciation', 'depreci', 'deposit', 'deplet']","[('the', 892), ('tax', 585), ('valu', 463), ('asset', 460), ('includ', 434), ('amount', 428), ('benefit', 420), ('compani', 396), ('net', 386), ('cost', 371), ('use', 351), ('incom', 342), ('plan', 337), ('cash', 332), ('fair', 321)]"
93,0001140536-17-000008,1140536,17,8,439098,66562,"['zero', 'disclosur', 'disput', 'disposit', 'disposals', 'dispos', 'dispers', 'dismissal', 'dismiss', 'discuss', 'discretionari', 'discretion', 'discret', 'discovery', 'discoveri']","[('amount', 633), ('the', 605), ('asset', 473), ('includ', 392), ('tax', 349), ('benefit', 348), ('valu', 345), ('incom', 317), ('cash', 292), ('use', 283), ('plan', 283), ('period', 279), ('financi', 261), ('year', 249), ('fair', 248)]"
94,0000906107-14-000006,906107,14,6,386183,58493,"['york', 'deferred', 'defin', 'defined', 'definit', 'delay', 'deliv', 'deliveri', 'demand', 'denomin', 'department', 'depend', 'deplet', 'deposit', 'depositori']","[('the', 782), ('amount', 546), ('share', 436), ('interest', 404), ('valu', 388), ('compani', 383), ('includ', 351), ('unit', 351), ('cash', 350), ('oper', 315), ('properti', 273), ('incom', 269), ('net', 232), ('million', 227), ('expens', 220)]"
95,0001628280-18-001872,1628280,18,1872,412341,62728,"['zone', 'disruptions', 'diversifi', 'distributor', 'distributions', 'distribut', 'distinguish', 'distinct', 'disrupt', 'divid', 'disputes', 'disproportion', 'disposit', 'disposal', 'dispos']","[('the', 715), ('amount', 596), ('benefit', 542), ('tax', 477), ('compani', 432), ('asset', 429), ('plan', 393), ('rate', 381), ('valu', 372), ('includ', 367), ('period', 350), ('interest', 320), ('million', 320), ('incom', 318), ('net', 318)]"
96,0000032604-18-000044,32604,18,44,189272,28215,"['zero', 'devic', 'die', 'differ', 'differences', 'digit', 'dilut', 'direct', 'directli', 'director', 'directors', 'disclos', 'disclosed', 'discloses', 'disclosur']","[('amount', 309), ('tax', 273), ('the', 232), ('benefit', 220), ('asset', 220), ('incom', 179), ('includ', 170), ('valu', 162), ('share', 161), ('report', 142), ('cash', 142), ('period', 135), ('oper', 134), ('net', 132), ('use', 131)]"
97,0001193125-10-265708,1193125,10,265708,0,0,0,0
98,0001335258-16-000167,1335258,16,167,275484,41719,"['zero', 'economy', 'due', 'dure', 'earli', 'earlier', 'earliest', 'earn', 'earned', 'earnest', 'earnings', 'earningsof', 'ebitda', 'ecommerc', 'econom']","[('the', 456), ('amount', 422), ('compani', 309), ('valu', 264), ('includ', 256), ('tax', 253), ('asset', 239), ('period', 233), ('report', 204), ('incom', 193), ('cash', 192), ('financi', 191), ('use', 188), ('stock', 186), ('fair', 183)]"
99,0001206774-11-000316,1206774,11,316,85,9,"['terselabel', 'instant', 'durat']","[('durat', 5), ('terselabel', 3), ('instant', 1)]"
100,0000788784-16-000014,788784,16,14,803865,125687,"['york', 'doubt', 'drug', 'dresden', 'dredg', 'drawdown', 'draspp', 'draft', 'downgrad', 'down', 'done', 'durat', 'domest', 'domain', 'dollar']","[('$', 2222), ('—', 1145), ('the', 934), ('amount', 785), ('valu', 700), (')', 700), ('million', 677), ('includ', 651), ('asset', 650), ('tax', 645), ('cost', 626), ('incom', 603), ('power', 584), ('fair', 569), ('2015', 496)]"
101,0001140361-15-038791,1140361,15,38791,178705,27014,"['zero', 'enterpris', 'employees', 'employer', 'employment', 'encapsul', 'encompass', 'end', 'engag', 'ent', 'enter', 'enterprise', 'employ', 'entir', 'entireti']","[('amount', 387), ('the', 217), ('includ', 185), ('period', 182), ('asset', 179), ('valu', 166), ('incom', 164), ('tax', 160), ('report', 156), ('share', 152), ('equiti', 150), ('benefit', 146), ('stock', 140), ('disclosur', 125), ('cash', 125)]"
102,0000072741-18-000028,72741,18,28,353763,53208,"['zone', 'diversif', 'dividends', 'dividend', 'divid', 'divestiture', 'divestitur', 'divest', 'district', 'discuss', 'distribution', 'distribut', 'distinguish', 'dispositions', 'disposal']","[('amount', 535), ('the', 463), ('includ', 374), ('asset', 364), ('benefit', 329), ('valu', 300), ('period', 282), ('cost', 269), ('million', 251), ('use', 242), ('tax', 238), ('net', 227), ('incom', 225), ('fair', 221), ('rate', 215)]"
103,0000106040-16-000033,106040,16,33,350596,53032,"['überspielungsrechte', 'discoveri', 'dispos', 'dispers', 'dismiss', 'disk', 'discussion', 'discuss', 'discret', 'discounts', 'distinct', 'discount', 'discontinu', 'disclosures', 'disclosure']","[('the', 631), ('amount', 453), ('compani', 386), ('valu', 338), ('asset', 324), ('tax', 310), ('includ', 283), ('fair', 254), ('incom', 250), ('financi', 246), ('period', 241), ('use', 225), ('share', 222), ('report', 212), ('stock', 203)]"
104,0001193125-12-088822,1193125,12,88822,533589,79721,"['zones', 'documented', 'divisions', 'division', 'divis', 'dividends', 'dividend', 'divestitures', 'divestitur', 'diversifi', 'district', 'distributions', 'distribut', 'disput', 'disposit']","[('quanta', 780), ('the', 624), ('tax', 499), ('includ', 480), ('amount', 473), ('valu', 458), ('asset', 414), ('quanta’', 390), ('cash', 372), ('million', 372), ('incom', 355), ('stock', 341), ('oper', 332), ('use', 330), ('fair', 311)]"
105,0001193125-12-247066,1193125,12,247066,502519,75142,"['zero', 'distribut', 'doubt', 'doosan', 'domicile', 'domest', 'domain', 'dollar', 'document', 'division', 'divis', 'dividends', 'dividend', 'divid', 'diversifi']","[('the', 693), ('tax', 650), ('valu', 504), ('compani', 486), ('includ', 474), ('asset', 467), ('company’', 428), ('net', 418), ('fiscal', 417), ('amount', 405), ('fair', 385), ('balanc', 352), ('incom', 345), ('stock', 318), ('relat', 308)]"
106,0000797468-17-000003,797468,17,3,474663,72576,"['zubair', 'dispositions', 'district', 'distributions', 'distribution', 'distribut', 'distinct', 'disput', 'disposition', 'diversifi', 'disposit', 'disposal', 'dispos', 'dismantl', 'discuss']","[('$', 1586), ('—', 848), (')', 653), ('occident', 640), ('asset', 585), ('valu', 518), ('the', 481), ('net', 438), ('amount', 423), ('includ', 403), ('cost', 373), ('fair', 366), ('use', 356), ('benefit', 342), ('tax', 336)]"
107,0001193125-12-478705,1193125,12,478705,352874,52558,"['zero', 'deni', 'deposit', 'deplet', 'depend', 'department', 'denomin', 'denied', 'demand', 'depreci', 'delivery', 'deliveri', 'deliverables', 'deliverable', 'deliver']","[('the', 804), ('valu', 461), ('amount', 358), ('asset', 346), ('tax', 345), ('fair', 341), ('includ', 297), ('compani', 295), ('incom', 291), ('benefit', 283), ('year', 278), ('plan', 256), ('net', 226), ('rate', 225), ('cash', 217)]"
108,0000072741-15-000013,72741,15,13,523425,80561,"['zone', 'document', 'doubt', 'domest', 'domain', 'dollars', 'dollar', 'doer', 'doe', 'dividends', 'downgrad', 'dividend', 'divestiture', 'diversificati', 'diversif']","[('the', 677), ('amount', 627), ('nstar', 587), ('valu', 526), ('includ', 503), ('asset', 470), ('cost', 415), ('fair', 395), ('benefit', 387), ('NU', 380), ('period', 363), ('million', 362), ('net', 350), ('share', 332), ('plan', 331)]"
109,0000051253-16-000026,51253,16,26,232594,35295,"['zoomessence', 'duti', 'domest', 'domicil', 'domicile', 'doubt', 'downgrad', 'drawn', 'dri', 'driver', 'drug', 'due', 'duli', 'durat', 'dure']","[('amount', 363), ('the', 353), ('tax', 329), ('benefit', 232), ('asset', 222), ('includ', 216), ('period', 205), ('incom', 203), ('million', 189), ('compani', 176), ('valu', 170), ('plan', 169), ('net', 162), ('financi', 159), ('cost', 158)]"
110,0001501585-16-000038,1501585,16,38,293703,44567,"['zone', 'disqualifi', 'dispositions', 'disposit', 'dispos', 'dismiss', 'disease', 'discuss', 'discretionary', 'discretionari', 'discret', 'discoveri', 'discovered', 'discounts', 'discount']","[('the', 472), ('amount', 431), ('tax', 331), ('asset', 325), ('compani', 317), ('benefit', 290), ('cost', 275), ('includ', 256), ('million', 255), (',', 247), ('plan', 227), ('incom', 223), ('period', 218), ('valu', 201), ('relat', 192)]"
111,0001193125-13-087415,1193125,13,87415,828566,124485,"['yourgal', 'counti', 'decid', 'december7', 'december31', 'december23', 'december15', 'decemb', 'debt', 'debit', 'debentures', 'debentur', 'death', 'dealers', 'dealer']","[('loan', 1352), ('the', 973), ('—', 882), ('unit', 850), ('valu', 847), ('net', 793), ('amount', 790), ('loss', 759), ('financi', 751), ('people’', 736), ('fair', 728), ('incom', 711), ('interest', 665), ('$', 648), ('total', 627)]"
112,0000882095-19-000006,882095,19,6,288637,43567,"['zydus', 'earlier', 'economy', 'economics', 'econom', 'eastern', 'eas', 'earnings', 'earn', 'earli', 'emerg', 'düsseldorf', 'dure', 'durat', 'due']","[('amount', 375), ('valu', 310), ('tax', 292), ('asset', 274), ('fair', 270), ('the', 266), ('incom', 229), ('includ', 211), ('financi', 194), ('period', 189), ('stock', 185), ('use', 179), ('report', 168), ('We', 165), ('account', 158)]"
113,0001521332-19-000007,1521332,19,7,459479,68945,"['zone', 'co', 'detail', 'desir', 'designated', 'design', 'description', 'descript', 'describ', 'derived', 'derivatives', 'derivative', 'deriv', 'depreciation', 'depreci']","[('amount', 699), ('asset', 534), ('incom', 515), ('the', 510), ('tax', 445), ('net', 414), ('includ', 401), ('cash', 386), ('valu', 374), ('oper', 358), ('million', 358), ('benefit', 295), ('financi', 292), ('fair', 287), ('use', 272)]"
114,0001383312-17-000053,1383312,17,53,232398,34746,"['zero', 'execut', 'earned', 'earnings', 'econom', 'economy', 'ecosystem', 'educ', 'effect', 'effects', 'effici', 'either', 'el', 'elect', 'elected']","[('the', 328), ('amount', 310), ('tax', 283), ('asset', 251), ('financi', 215), ('incom', 204), ('valu', 183), ('compani', 181), ('includ', 174), ('fiscal', 164), ('million', 163), ('use', 161), ('report', 159), ('year', 151), ('no.', 134)]"
